id,custom_name,lat,long
17320,Site17320,17.2,78.2
17321,Site17321,17.21,78.21
17322,Site17322,17.22,78.22
17323,Site17323,17.23,78.23
17324,Site17324,17.24,78.24
17325,Site17325,17.25,78.25
17326,Site17326,17.26,78.26
17327,Site17327,17.27,78.27
17328,Site17328,17.28,78.28
17329,Site17329,17.29,78.29
17330,Site17330,17.3,78.3
17331,Site17331,17.31,78.31
17332,Site17332,17.32,78.32
17333,Site17333,17.33,78.33
17334,Site17334,17.34,78.34
17335,Site17335,17.35,78.35
17336,Site17336,17.36,78.36
17337,Site17337,17.37,78.37
17338,Site17338,17.38,78.38
17339,Site17339,17.39,78.39
17340,Site17340,17.4,78.4
17341,Site17341,17.41,78.41
17342,Site17342,17.42,78.42
17343,Site17343,17.43,78.43
17344,Site17344,17.44,78.44
17345,Site17345,17.45,78.45
17346,Site17346,17.46,78.46
17347,Site17347,17.47,78.47
17348,Site17348,17.48,78.48
17349,Site17349,17.49,78.49
17350,Site17350,17.5,78.5
17351,Site17351,17.51,78.51
17352,Site17352,17.52,78.52
17353,Site17353,17.53,78.53
17354,Site17354,17.54,78.54
17355,Site17355,17.55,78.55
17356,Site17356,17.56,78.56
17357,Site17357,17.57,78.57
17358,Site17358,17.58,78.58
17359,Site17359,17.59,78.59
17360,Site17360,17.6,78.6
17361,Site17361,17.61,78.61
17362,Site17362,17.62,78.62
17363,Site17363,17.63,78.63
17364,Site17364,17.64,78.64
17365,Site17365,17.65,78.65
17366,Site17366,17.66,78.66
17367,Site17367,17.67,78.67
17368,Site17368,17.68,78.68
17369,Site17369,17.69,78.69
17370,Site17370,17.7,78.7
17371,Site17371,17.71,78.71
17372,Site17372,17.72,78.72
17373,Site17373,17.73,78.73
17374,Site17374,17.74,78.74
17375,Site17375,17.75,78.75
17376,Site17376,17.76,78.76
17377,Site17377,17.77,78.77
17378,Site17378,17.78,78.78
17379,Site17379,17.79,78.79
17380,Site17380,17.8,78.8
17381,Site17381,17.81,78.81
17382,Site17382,17.82,78.82
17383,Site17383,17.83,78.83
17384,Site17384,17.84,78.84
17385,Site17385,17.85,78.85
17386,Site17386,17.86,78.86
17387,Site17387,17.87,78.87
17388,Site17388,17.88,78.88
17389,Site17389,17.89,78.89
17390,Site17390,17.9,78.9
17391,Site17391,17.91,78.91
17392,Site17392,17.92,78.92
17393,Site17393,17.93,78.93
17394,Site17394,17.94,78.94
17395,Site17395,17.95,78.95
17396,Site17396,17.96,78.96
17397,Site17397,17.97,78.97
17398,Site17398,17.98,78.98
17399,Site17399,17.99,78.99
17400,Site17400,17.0,78.0
17401,Site17401,17.01,78.01
17402,Site17402,17.02,78.02
17403,Site17403,17.03,78.03
17404,Site17404,17.04,78.04
17405,Site17405,17.05,78.05
17406,Site17406,17.06,78.06
17407,Site17407,17.07,78.07
17408,Site17408,17.08,78.08
17409,Site17409,17.09,78.09
17410,Site17410,17.1,78.1
17411,Site17411,17.11,78.11
17412,Site17412,17.12,78.12
17413,Site17413,17.13,78.13
17414,Site17414,17.14,78.14
17415,Site17415,17.15,78.15
17416,Site17416,17.16,78.16
17417,Site17417,17.17,78.17
17418,Site17418,17.18,78.18
17419,Site17419,17.19,78.19
17420,Site17420,17.2,78.2
17421,Site17421,17.21,78.21
17422,Site17422,17.22,78.22
17423,Site17423,17.23,78.23
17424,Site17424,17.24,78.24
17425,Site17425,17.25,78.25
17426,Site17426,17.26,78.26
17427,Site17427,17.27,78.27
17428,Site17428,17.28,78.28
17429,Site17429,17.29,78.29
17430,Site17430,17.3,78.3
17431,Site17431,17.31,78.31
17432,Site17432,17.32,78.32
17433,Site17433,17.33,78.33
17434,Site17434,17.34,78.34
17435,Site17435,17.35,78.35
17436,Site17436,17.36,78.36
17437,Site17437,17.37,78.37
17438,Site17438,17.38,78.38
17439,Site17439,17.39,78.39
17440,Site17440,17.4,78.4
17441,Site17441,17.41,78.41
17442,Site17442,17.42,78.42
17443,Site17443,17.43,78.43
17444,Site17444,17.44,78.44
17445,Site17445,17.45,78.45
17446,Site17446,17.46,78.46
17447,Site17447,17.47,78.47
17448,Site17448,17.48,78.48
17449,Site17449,17.49,78.49
17450,Site17450,17.5,78.5
17451,Site17451,17.51,78.51
17452,Site17452,17.52,78.52
17453,Site17453,17.53,78.53
17454,Site17454,17.54,78.54
17455,Site17455,17.55,78.55
17456,Site17456,17.56,78.56
17457,Site17457,17.57,78.57
17458,Site17458,17.58,78.58
17459,Site17459,17.59,78.59
17460,Site17460,17.6,78.6
17461,Site17461,17.61,78.61
17462,Site17462,17.62,78.62
17463,Site17463,17.63,78.63
17464,Site17464,17.64,78.64
17465,Site17465,17.65,78.65
17466,Site17466,17.66,78.66
17467,Site17467,17.67,78.67
17468,Site17468,17.68,78.68
17469,Site17469,17.69,78.69
17470,Site17470,17.7,78.7
17471,Site17471,17.71,78.71
17472,Site17472,17.72,78.72
17473,Site17473,17.73,78.73
17474,Site17474,17.74,78.74
17475,Site17475,17.75,78.75
17476,Site17476,17.76,78.76
17477,Site17477,17.77,78.77
17478,Site17478,17.78,78.78
17479,Site17479,17.79,78.79
17480,Site17480,17.8,78.8
17481,Site17481,17.81,78.81
17482,Site17482,17.82,78.82
17483,Site17483,17.83,78.83
17484,Site17484,17.84,78.84
17485,Site17485,17.85,78.85
17486,Site17486,17.86,78.86
17487,Site17487,17.87,78.87
17488,Site17488,17.88,78.88
17489,Site17489,17.89,78.89
17490,Site17490,17.9,78.9
17491,Site17491,17.91,78.91
17492,Site17492,17.92,78.92
17493,Site17493,17.93,78.93
17494,Site17494,17.94,78.94
17495,Site17495,17.95,78.95
17496,Site17496,17.96,78.96
17497,Site17497,17.97,78.97
17498,Site17498,17.98,78.98
17499,Site17499,17.99,78.99
17500,Site17500,17.0,78.0
17501,Site17501,17.01,78.01
17502,Site17502,17.02,78.02
17503,Site17503,17.03,78.03
17504,Site17504,17.04,78.04
17505,Site17505,17.05,78.05
17506,Site17506,17.06,78.06
17507,Site17507,17.07,78.07
17508,Site17508,17.08,78.08
17509,Site17509,17.09,78.09
17510,Site17510,17.1,78.1
17511,Site17511,17.11,78.11
17512,Site17512,17.12,78.12
17513,Site17513,17.13,78.13
17514,Site17514,17.14,78.14
17515,Site17515,17.15,78.15
17516,Site17516,17.16,78.16
17517,Site17517,17.17,78.17
17518,Site17518,17.18,78.18
17519,Site17519,17.19,78.19
17520,Site17520,17.2,78.2
17521,Site17521,17.21,78.21
17522,Site17522,17.22,78.22
17523,Site17523,17.23,78.23
17524,Site17524,17.24,78.24
17525,Site17525,17.25,78.25
17526,Site17526,17.26,78.26
17527,Site17527,17.27,78.27
17528,Site17528,17.28,78.28
17529,Site17529,17.29,78.29
17530,Site17530,17.3,78.3
17531,Site17531,17.31,78.31
17532,Site17532,17.32,78.32
17533,Site17533,17.33,78.33
17534,Site17534,17.34,78.34
17535,Site17535,17.35,78.35
17536,Site17536,17.36,78.36
17537,Site17537,17.37,78.37
17538,Site17538,17.38,78.38
17539,Site17539,17.39,78.39
17540,Site17540,17.4,78.4
17541,Site17541,17.41,78.41
17542,Site17542,17.42,78.42
17543,Site17543,17.43,78.43
17544,Site17544,17.44,78.44
17545,Site17545,17.45,78.45
17546,Site17546,17.46,78.46
17547,Site17547,17.47,78.47
17548,Site17548,17.48,78.48
17549,Site17549,17.49,78.49
17550,Site17550,17.5,78.5
17551,Site17551,17.51,78.51
17552,Site17552,17.52,78.52
17553,Site17553,17.53,78.53
17554,Site17554,17.54,78.54
17555,Site17555,17.55,78.55
17556,Site17556,17.56,78.56
17557,Site17557,17.57,78.57
17558,Site17558,17.58,78.58
17559,Site17559,17.59,78.59
17560,Site17560,17.6,78.6
17561,Site17561,17.61,78.61
17562,Site17562,17.62,78.62
17563,Site17563,17.63,78.63
17564,Site17564,17.64,78.64
17565,Site17565,17.65,78.65
17566,Site17566,17.66,78.66
17567,Site17567,17.67,78.67
17568,Site17568,17.68,78.68
17569,Site17569,17.69,78.69
17570,Site17570,17.7,78.7
17571,Site17571,17.71,78.71
17572,Site17572,17.72,78.72
17573,Site17573,17.73,78.73
17574,Site17574,17.74,78.74
17575,Site17575,17.75,78.75
17576,Site17576,17.76,78.76
17577,Site17577,17.77,78.77
17578,Site17578,17.78,78.78
17579,Site17579,17.79,78.79
17580,Site17580,17.8,78.8
17581,Site17581,17.81,78.81
17582,Site17582,17.82,78.82
17583,Site17583,17.83,78.83
17584,Site17584,17.84,78.84
17585,Site17585,17.85,78.85
17586,Site17586,17.86,78.86
17587,Site17587,17.87,78.87
17588,Site17588,17.88,78.88
17589,Site17589,17.89,78.89
17590,Site17590,17.9,78.9
17591,Site17591,17.91,78.91
17592,Site17592,17.92,78.92
17593,Site17593,17.93,78.93
17594,Site17594,17.94,78.94
17595,Site17595,17.95,78.95
17596,Site17596,17.96,78.96
17597,Site17597,17.97,78.97
17598,Site17598,17.98,78.98
17599,Site17599,17.99,78.99
17600,Site17600,17.0,78.0
17601,Site17601,17.01,78.01
17602,Site17602,17.02,78.02
17603,Site17603,17.03,78.03
17604,Site17604,17.04,78.04
17605,Site17605,17.05,78.05
17606,Site17606,17.06,78.06
17607,Site17607,17.07,78.07
17608,Site17608,17.08,78.08
17609,Site17609,17.09,78.09
17610,Site17610,17.1,78.1
17611,Site17611,17.11,78.11
17612,Site17612,17.12,78.12
17613,Site17613,17.13,78.13
17614,Site17614,17.14,78.14
17615,Site17615,17.15,78.15
17616,Site17616,17.16,78.16
17617,Site17617,17.17,78.17
17618,Site17618,17.18,78.18
17619,Site17619,17.19,78.19
17620,Site17620,17.2,78.2
17621,Site17621,17.21,78.21
17622,Site17622,17.22,78.22
17623,Site17623,17.23,78.23
17624,Site17624,17.24,78.24
17625,Site17625,17.25,78.25
17626,Site17626,17.26,78.26
17627,Site17627,17.27,78.27
17628,Site17628,17.28,78.28
17629,Site17629,17.29,78.29
17630,Site17630,17.3,78.3
17631,Site17631,17.31,78.31
17632,Site17632,17.32,78.32
17633,Site17633,17.33,78.33
17634,Site17634,17.34,78.34
17635,Site17635,17.35,78.35
17636,Site17636,17.36,78.36
17637,Site17637,17.37,78.37
17638,Site17638,17.38,78.38
17639,Site17639,17.39,78.39
17640,Site17640,17.4,78.4
17641,Site17641,17.41,78.41
17642,Site17642,17.42,78.42
17643,Site17643,17.43,78.43
17644,Site17644,17.44,78.44
17645,Site17645,17.45,78.45
17646,Site17646,17.46,78.46
17647,Site17647,17.47,78.47
17648,Site17648,17.48,78.48
17649,Site17649,17.49,78.49
17650,Site17650,17.5,78.5
17651,Site17651,17.51,78.51
17652,Site17652,17.52,78.52
17653,Site17653,17.53,78.53
17654,Site17654,17.54,78.54
17655,Site17655,17.55,78.55
17656,Site17656,17.56,78.56
17657,Site17657,17.57,78.57
17658,Site17658,17.58,78.58
17659,Site17659,17.59,78.59
17660,Site17660,17.6,78.6
17661,Site17661,17.61,78.61
17662,Site17662,17.62,78.62
17663,Site17663,17.63,78.63
17664,Site17664,17.64,78.64
17665,Site17665,17.65,78.65
17666,Site17666,17.66,78.66
17667,Site17667,17.67,78.67
17668,Site17668,17.68,78.68
17669,Site17669,17.69,78.69
17670,Site17670,17.7,78.7
17671,Site17671,17.71,78.71
17672,Site17672,17.72,78.72
17673,Site17673,17.73,78.73
17674,Site17674,17.74,78.74
17675,Site17675,17.75,78.75
17676,Site17676,17.76,78.76
17677,Site17677,17.77,78.77
17678,Site17678,17.78,78.78
17679,Site17679,17.79,78.79
17680,Site17680,17.8,78.8
17681,Site17681,17.81,78.81
17682,Site17682,17.82,78.82
17683,Site17683,17.83,78.83
17684,Site17684,17.84,78.84
17685,Site17685,17.85,78.85
17686,Site17686,17.86,78.86
17687,Site17687,17.87,78.87
17688,Site17688,17.88,78.88
17689,Site17689,17.89,78.89
17690,Site17690,17.9,78.9
17691,Site17691,17.91,78.91
17692,Site17692,17.92,78.92
17693,Site17693,17.93,78.93
17694,Site17694,17.94,78.94
17695,Site17695,17.95,78.95
17696,Site17696,17.96,78.96
17697,Site17697,17.97,78.97
17698,Site17698,17.98,78.98
17699,Site17699,17.99,78.99
17700,Site17700,17.0,78.0
17701,Site17701,17.01,78.01
17702,Site17702,17.02,78.02
17703,Site17703,17.03,78.03
17704,Site17704,17.04,78.04
17705,Site17705,17.05,78.05
17706,Site17706,17.06,78.06
17707,Site17707,17.07,78.07
17708,Site17708,17.08,78.08
17709,Site17709,17.09,78.09
17710,Site17710,17.1,78.1
17711,Site17711,17.11,78.11
17712,Site17712,17.12,78.12
17713,Site17713,17.13,78.13
17714,Site17714,17.14,78.14
17715,Site17715,17.15,78.15
17716,Site17716,17.16,78.16
17717,Site17717,17.17,78.17
17718,Site17718,17.18,78.18
17719,Site17719,17.19,78.19
17720,Site17720,17.2,78.2
17721,Site17721,17.21,78.21
17722,Site17722,17.22,78.22
17723,Site17723,17.23,78.23
17724,Site17724,17.24,78.24
17725,Site17725,17.25,78.25
17726,Site17726,17.26,78.26
17727,Site17727,17.27,78.27
17728,Site17728,17.28,78.28
17729,Site17729,17.29,78.29
17730,Site17730,17.3,78.3
17731,Site17731,17.31,78.31
17732,Site17732,17.32,78.32
17733,Site17733,17.33,78.33
17734,Site17734,17.34,78.34
17735,Site17735,17.35,78.35
17736,Site17736,17.36,78.36
17737,Site17737,17.37,78.37
17738,Site17738,17.38,78.38
17739,Site17739,17.39,78.39
17740,Site17740,17.4,78.4
17741,Site17741,17.41,78.41
17742,Site17742,17.42,78.42
17743,Site17743,17.43,78.43
17744,Site17744,17.44,78.44
17745,Site17745,17.45,78.45
17746,Site17746,17.46,78.46
17747,Site17747,17.47,78.47
17748,Site17748,17.48,78.48
17749,Site17749,17.49,78.49
17750,Site17750,17.5,78.5
17751,Site17751,17.51,78.51
17752,Site17752,17.52,78.52
17753,Site17753,17.53,78.53
17754,Site17754,17.54,78.54
17755,Site17755,17.55,78.55
17756,Site17756,17.56,78.56
17757,Site17757,17.57,78.57
17758,Site17758,17.58,78.58
17759,Site17759,17.59,78.59
17760,Site17760,17.6,78.6
17761,Site17761,17.61,78.61
17762,Site17762,17.62,78.62
17763,Site17763,17.63,78.63
17764,Site17764,17.64,78.64
17765,Site17765,17.65,78.65
17766,Site17766,17.66,78.66
17767,Site17767,17.67,78.67
17768,Site17768,17.68,78.68
17769,Site17769,17.69,78.69
17770,Site17770,17.7,78.7
17771,Site17771,17.71,78.71
17772,Site17772,17.72,78.72
17773,Site17773,17.73,78.73
17774,Site17774,17.74,78.74
17775,Site17775,17.75,78.75
17776,Site17776,17.76,78.76
17777,Site17777,17.77,78.77
17778,Site17778,17.78,78.78
17779,Site17779,17.79,78.79
17780,Site17780,17.8,78.8
17781,Site17781,17.81,78.81
17782,Site17782,17.82,78.82
17783,Site17783,17.83,78.83
17784,Site17784,17.84,78.84
17785,Site17785,17.85,78.85
17786,Site17786,17.86,78.86
17787,Site17787,17.87,78.87
17788,Site17788,17.88,78.88
17789,Site17789,17.89,78.89
17790,Site17790,17.9,78.9
17791,Site17791,17.91,78.91
17792,Site17792,17.92,78.92
17793,Site17793,17.93,78.93
17794,Site17794,17.94,78.94
17795,Site17795,17.95,78.95
17796,Site17796,17.96,78.96
17797,Site17797,17.97,78.97
17798,Site17798,17.98,78.98
17799,Site17799,17.99,78.99
17800,Site17800,17.0,78.0
17801,Site17801,17.01,78.01
17802,Site17802,17.02,78.02
17803,Site17803,17.03,78.03
17804,Site17804,17.04,78.04
17805,Site17805,17.05,78.05
17806,Site17806,17.06,78.06
17807,Site17807,17.07,78.07
17808,Site17808,17.08,78.08
17809,Site17809,17.09,78.09
17810,Site17810,17.1,78.1
17811,Site17811,17.11,78.11
17812,Site17812,17.12,78.12
17813,Site17813,17.13,78.13
17814,Site17814,17.14,78.14
17815,Site17815,17.15,78.15
17816,Site17816,17.16,78.16
17817,Site17817,17.17,78.17
17818,Site17818,17.18,78.18
17819,Site17819,17.19,78.19
17820,Site17820,17.2,78.2
17821,Site17821,17.21,78.21
17822,Site17822,17.22,78.22
17823,Site17823,17.23,78.23
17824,Site17824,17.24,78.24
17825,Site17825,17.25,78.25
17826,Site17826,17.26,78.26
17827,Site17827,17.27,78.27
17828,Site17828,17.28,78.28
17829,Site17829,17.29,78.29
17830,Site17830,17.3,78.3
17831,Site17831,17.31,78.31
17832,Site17832,17.32,78.32
17833,Site17833,17.33,78.33
17834,Site17834,17.34,78.34
17835,Site17835,17.35,78.35
17836,Site17836,17.36,78.36
17837,Site17837,17.37,78.37
17838,Site17838,17.38,78.38
17839,Site17839,17.39,78.39
17840,Site17840,17.4,78.4
17841,Site17841,17.41,78.41
17842,Site17842,17.42,78.42
17843,Site17843,17.43,78.43
17844,Site17844,17.44,78.44
17845,Site17845,17.45,78.45
17846,Site17846,17.46,78.46
17847,Site17847,17.47,78.47
17848,Site17848,17.48,78.48
17849,Site17849,17.49,78.49
17850,Site17850,17.5,78.5
17851,Site17851,17.51,78.51
17852,Site17852,17.52,78.52
17853,Site17853,17.53,78.53
17854,Site17854,17.54,78.54
17855,Site17855,17.55,78.55
17856,Site17856,17.56,78.56
17857,Site17857,17.57,78.57
17858,Site17858,17.58,78.58
17859,Site17859,17.59,78.59
17860,Site17860,17.6,78.6
17861,Site17861,17.61,78.61
17862,Site17862,17.62,78.62
17863,Site17863,17.63,78.63
17864,Site17864,17.64,78.64
17865,Site17865,17.65,78.65
17866,Site17866,17.66,78.66
17867,Site17867,17.67,78.67
17868,Site17868,17.68,78.68
17869,Site17869,17.69,78.69
17870,Site17870,17.7,78.7
17871,Site17871,17.71,78.71
17872,Site17872,17.72,78.72
17873,Site17873,17.73,78.73
17874,Site17874,17.74,78.74
17875,Site17875,17.75,78.75
17876,Site17876,17.76,78.76
17877,Site17877,17.77,78.77
17878,Site17878,17.78,78.78
17879,Site17879,17.79,78.79
17880,Site17880,17.8,78.8
17881,Site17881,17.81,78.81
17882,Site17882,17.82,78.82
17883,Site17883,17.83,78.83
17884,Site17884,17.84,78.84
17885,Site17885,17.85,78.85
17886,Site17886,17.86,78.86
17887,Site17887,17.87,78.87
17888,Site17888,17.88,78.88
17889,Site17889,17.89,78.89
17890,Site17890,17.9,78.9
17891,Site17891,17.91,78.91
17892,Site17892,17.92,78.92
17893,Site17893,17.93,78.93
17894,Site17894,17.94,78.94
17895,Site17895,17.95,78.95
17896,Site17896,17.96,78.96
17897,Site17897,17.97,78.97
17898,Site17898,17.98,78.98
17899,Site17899,17.99,78.99
17900,Site17900,17.0,78.0
17901,Site17901,17.01,78.01
17902,Site17902,17.02,78.02
17903,Site17903,17.03,78.03
17904,Site17904,17.04,78.04
17905,Site17905,17.05,78.05
17906,Site17906,17.06,78.06
17907,Site17907,17.07,78.07
17908,Site17908,17.08,78.08
17909,Site17909,17.09,78.09
17910,Site17910,17.1,78.1
17911,Site17911,17.11,78.11
17912,Site17912,17.12,78.12
17913,Site17913,17.13,78.13
17914,Site17914,17.14,78.14
17915,Site17915,17.15,78.15
17916,Site17916,17.16,78.16
17917,Site17917,17.17,78.17
17918,Site17918,17.18,78.18
17919,Site17919,17.19,78.19
17920,Site17920,17.2,78.2
17921,Site17921,17.21,78.21
17922,Site17922,17.22,78.22
17923,Site17923,17.23,78.23
17924,Site17924,17.24,78.24
17925,Site17925,17.25,78.25
17926,Site17926,17.26,78.26
17927,Site17927,17.27,78.27
17928,Site17928,17.28,78.28
17929,Site17929,17.29,78.29
17930,Site17930,17.3,78.3
17931,Site17931,17.31,78.31
17932,Site17932,17.32,78.32
17933,Site17933,17.33,78.33
17934,Site17934,17.34,78.34
17935,Site17935,17.35,78.35
17936,Site17936,17.36,78.36
17937,Site17937,17.37,78.37
17938,Site17938,17.38,78.38
17939,Site17939,17.39,78.39
17940,Site17940,17.4,78.4
17941,Site17941,17.41,78.41
17942,Site17942,17.42,78.42
17943,Site17943,17.43,78.43
17944,Site17944,17.44,78.44
17945,Site17945,17.45,78.45
17946,Site17946,17.46,78.46
17947,Site17947,17.47,78.47
17948,Site17948,17.48,78.48
17949,Site17949,17.49,78.49
17950,Site17950,17.5,78.5
17951,Site17951,17.51,78.51
17952,Site17952,17.52,78.52
17953,Site17953,17.53,78.53
17954,Site17954,17.54,78.54
17955,Site17955,17.55,78.55
17956,Site17956,17.56,78.56
17957,Site17957,17.57,78.57
17958,Site17958,17.58,78.58
17959,Site17959,17.59,78.59
17960,Site17960,17.6,78.6
17961,Site17961,17.61,78.61
17962,Site17962,17.62,78.62
17963,Site17963,17.63,78.63
17964,Site17964,17.64,78.64
17965,Site17965,17.65,78.65
17966,Site17966,17.66,78.66
17967,Site17967,17.67,78.67
17968,Site17968,17.68,78.68
17969,Site17969,17.69,78.69
17970,Site17970,17.7,78.7
17971,Site17971,17.71,78.71
17972,Site17972,17.72,78.72
17973,Site17973,17.73,78.73
17974,Site17974,17.74,78.74
17975,Site17975,17.75,78.75
17976,Site17976,17.76,78.76
17977,Site17977,17.77,78.77
17978,Site17978,17.78,78.78
17979,Site17979,17.79,78.79
17980,Site17980,17.8,78.8
17981,Site17981,17.81,78.81
17982,Site17982,17.82,78.82
17983,Site17983,17.83,78.83
17984,Site17984,17.84,78.84
17985,Site17985,17.85,78.85
17986,Site17986,17.86,78.86
17987,Site17987,17.87,78.87
17988,Site17988,17.88,78.88
17989,Site17989,17.89,78.89
17990,Site17990,17.9,78.9
17991,Site17991,17.91,78.91
17992,Site17992,17.92,78.92
17993,Site17993,17.93,78.93
17994,Site17994,17.94,78.94
17995,Site17995,17.95,78.95
17996,Site17996,17.96,78.96
17997,Site17997,17.97,78.97
17998,Site17998,17.98,78.98
17999,Site17999,17.99,78.99
18000,Site18000,17.0,78.0
18001,Site18001,17.01,78.01
18002,Site18002,17.02,78.02
18003,Site18003,17.03,78.03
18004,Site18004,17.04,78.04
18005,Site18005,17.05,78.05
18006,Site18006,17.06,78.06
18007,Site18007,17.07,78.07
18008,Site18008,17.08,78.08
18009,Site18009,17.09,78.09
18010,Site18010,17.1,78.1
18011,Site18011,17.11,78.11
18012,Site18012,17.12,78.12
18013,Site18013,17.13,78.13
18014,Site18014,17.14,78.14
18015,Site18015,17.15,78.15
18016,Site18016,17.16,78.16
18017,Site18017,17.17,78.17
18018,Site18018,17.18,78.18
18019,Site18019,17.19,78.19
18020,Site18020,17.2,78.2
18021,Site18021,17.21,78.21
18022,Site18022,17.22,78.22
18023,Site18023,17.23,78.23
18024,Site18024,17.24,78.24
18025,Site18025,17.25,78.25
18026,Site18026,17.26,78.26
18027,Site18027,17.27,78.27
18028,Site18028,17.28,78.28
18029,Site18029,17.29,78.29
18030,Site18030,17.3,78.3
18031,Site18031,17.31,78.31
18032,Site18032,17.32,78.32
18033,Site18033,17.33,78.33
18034,Site18034,17.34,78.34
18035,Site18035,17.35,78.35
18036,Site18036,17.36,78.36
18037,Site18037,17.37,78.37
18038,Site18038,17.38,78.38
18039,Site18039,17.39,78.39
18040,Site18040,17.4,78.4
18041,Site18041,17.41,78.41
18042,Site18042,17.42,78.42
18043,Site18043,17.43,78.43
18044,Site18044,17.44,78.44
18045,Site18045,17.45,78.45
18046,Site18046,17.46,78.46
18047,Site18047,17.47,78.47
18048,Site18048,17.48,78.48
18049,Site18049,17.49,78.49
18050,Site18050,17.5,78.5
18051,Site18051,17.51,78.51
18052,Site18052,17.52,78.52
18053,Site18053,17.53,78.53
18054,Site18054,17.54,78.54
18055,Site18055,17.55,78.55
18056,Site18056,17.56,78.56
18057,Site18057,17.57,78.57
18058,Site18058,17.58,78.58
18059,Site18059,17.59,78.59
18060,Site18060,17.6,78.6
18061,Site18061,17.61,78.61
18062,Site18062,17.62,78.62
18063,Site18063,17.63,78.63
18064,Site18064,17.64,78.64
18065,Site18065,17.65,78.65
18066,Site18066,17.66,78.66
18067,Site18067,17.67,78.67
18068,Site18068,17.68,78.68
18069,Site18069,17.69,78.69
18070,Site18070,17.7,78.7
18071,Site18071,17.71,78.71
18072,Site18072,17.72,78.72
18073,Site18073,17.73,78.73
18074,Site18074,17.74,78.74
18075,Site18075,17.75,78.75
18076,Site18076,17.76,78.76
18077,Site18077,17.77,78.77
18078,Site18078,17.78,78.78
18079,Site18079,17.79,78.79
18080,Site18080,17.8,78.8
18081,Site18081,17.81,78.81
18082,Site18082,17.82,78.82
18083,Site18083,17.83,78.83
18084,Site18084,17.84,78.84
18085,Site18085,17.85,78.85
18086,Site18086,17.86,78.86
18087,Site18087,17.87,78.87
18088,Site18088,17.88,78.88
18089,Site18089,17.89,78.89
18090,Site18090,17.9,78.9
18091,Site18091,17.91,78.91
18092,Site18092,17.92,78.92
18093,Site18093,17.93,78.93
18094,Site18094,17.94,78.94
18095,Site18095,17.95,78.95
18096,Site18096,17.96,78.96
18097,Site18097,17.97,78.97
18098,Site18098,17.98,78.98
18099,Site18099,17.99,78.99
18100,Site18100,17.0,78.0
18101,Site18101,17.01,78.01
18102,Site18102,17.02,78.02
18103,Site18103,17.03,78.03
18104,Site18104,17.04,78.04
18105,Site18105,17.05,78.05
18106,Site18106,17.06,78.06
18107,Site18107,17.07,78.07
18108,Site18108,17.08,78.08
18109,Site18109,17.09,78.09
18110,Site18110,17.1,78.1
18111,Site18111,17.11,78.11
18112,Site18112,17.12,78.12
18113,Site18113,17.13,78.13
18114,Site18114,17.14,78.14
18115,Site18115,17.15,78.15
18116,Site18116,17.16,78.16
18117,Site18117,17.17,78.17
18118,Site18118,17.18,78.18
18119,Site18119,17.19,78.19
18120,Site18120,17.2,78.2
18121,Site18121,17.21,78.21
18122,Site18122,17.22,78.22
18123,Site18123,17.23,78.23
18124,Site18124,17.24,78.24
18125,Site18125,17.25,78.25
18126,Site18126,17.26,78.26
18127,Site18127,17.27,78.27
18128,Site18128,17.28,78.28
18129,Site18129,17.29,78.29
18130,Site18130,17.3,78.3
18131,Site18131,17.31,78.31
18132,Site18132,17.32,78.32
18133,Site18133,17.33,78.33
18134,Site18134,17.34,78.34
18135,Site18135,17.35,78.35
18136,Site18136,17.36,78.36
18137,Site18137,17.37,78.37
18138,Site18138,17.38,78.38
18139,Site18139,17.39,78.39
18140,Site18140,17.4,78.4
18141,Site18141,17.41,78.41
18142,Site18142,17.42,78.42
18143,Site18143,17.43,78.43
18144,Site18144,17.44,78.44
18145,Site18145,17.45,78.45
18146,Site18146,17.46,78.46
18147,Site18147,17.47,78.47
18148,Site18148,17.48,78.48
18149,Site18149,17.49,78.49
18150,Site18150,17.5,78.5
18151,Site18151,17.51,78.51
18152,Site18152,17.52,78.52
18153,Site18153,17.53,78.53
18154,Site18154,17.54,78.54
18155,Site18155,17.55,78.55
18156,Site18156,17.56,78.56
18157,Site18157,17.57,78.57
18158,Site18158,17.58,78.58
18159,Site18159,17.59,78.59
18160,Site18160,17.6,78.6
18161,Site18161,17.61,78.61
18162,Site18162,17.62,78.62
18163,Site18163,17.63,78.63
18164,Site18164,17.64,78.64
18165,Site18165,17.65,78.65
18166,Site18166,17.66,78.66
18167,Site18167,17.67,78.67
18168,Site18168,17.68,78.68
18169,Site18169,17.69,78.69
18170,Site18170,17.7,78.7
18171,Site18171,17.71,78.71
18172,Site18172,17.72,78.72
18173,Site18173,17.73,78.73
18174,Site18174,17.74,78.74
18175,Site18175,17.75,78.75
18176,Site18176,17.76,78.76
18177,Site18177,17.77,78.77
18178,Site18178,17.78,78.78
18179,Site18179,17.79,78.79
18180,Site18180,17.8,78.8
18181,Site18181,17.81,78.81
18182,Site18182,17.82,78.82
18183,Site18183,17.83,78.83
18184,Site18184,17.84,78.84
18185,Site18185,17.85,78.85
18186,Site18186,17.86,78.86
18187,Site18187,17.87,78.87
18188,Site18188,17.88,78.88
18189,Site18189,17.89,78.89
18190,Site18190,17.9,78.9
18191,Site18191,17.91,78.91
18192,Site18192,17.92,78.92
18193,Site18193,17.93,78.93
